record_id,control_name,is_anomaly,anomaly_type,severity,explanation
DRF00987,Control-86,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00800,Control-79,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00636,Control-84,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00624,Control-97,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00916,Control-62,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00782,Control-39,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00680,Control-5,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00519,Control-52,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00756,Control-54,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00688,Control-23,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00540,Control-3,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00583,Control-98,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00835,Control-89,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00952,Control-5,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00910,Control-36,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00833,Control-89,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00802,Control-63,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00755,Control-38,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00774,Control-86,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00872,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00836,Control-90,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00922,Control-81,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00610,Control-33,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00530,Control-39,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00831,Control-61,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00542,Control-4,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00629,Control-74,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00882,Control-9,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00599,Control-83,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00648,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00856,Control-63,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00556,Control-39,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00779,Control-50,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00559,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00772,Control-66,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00997,Control-44,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00502,Control-19,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00637,Control-65,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00682,Control-52,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00554,Control-36,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00804,Control-12,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00869,Control-28,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00975,Control-81,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00962,Control-26,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00609,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00973,Control-52,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00959,Control-50,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00510,Control-73,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00544,Control-29,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00678,Control-50,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00933,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00894,Control-29,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00743,Control-85,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00673,Control-14,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00658,Control-94,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00819,Control-95,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00740,Control-29,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00890,Control-40,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00508,Control-71,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00500,Control-5,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00577,Control-58,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00631,Control-74,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00986,Control-50,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00795,Control-58,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00529,Control-48,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00955,Control-34,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00999,Control-61,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00851,Control-38,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00535,Control-90,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00852,Control-96,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00719,Control-70,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00757,Control-59,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00512,Control-74,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00618,Control-52,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00515,Control-21,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00639,Control-79,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00923,Control-75,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00864,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00578,Control-65,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00669,Control-5,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00796,Control-68,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00552,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00985,Control-45,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00622,Control-18,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00602,Control-15,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00580,Control-69,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00653,Control-64,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00746,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00521,Control-55,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00735,Control-20,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00937,Control-90,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00791,Control-10,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00527,Control-75,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00522,Control-79,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00509,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00863,Control-39,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00724,Control-63,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00533,Control-67,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00548,Control-23,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00908,Control-1,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00562,Control-32,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00903,Control-53,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00799,Control-99,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00970,Control-37,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00953,Control-36,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00911,Control-63,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00696,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00974,Control-56,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00532,Control-71,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00808,Control-85,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00711,Control-86,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00989,Control-5,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00956,Control-94,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00991,Control-16,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00705,Control-33,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00616,Control-11,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00920,Control-5,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00537,Control-12,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00647,Control-48,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00821,Control-88,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00797,Control-2,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00686,Control-11,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00875,Control-11,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00730,Control-54,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00726,Control-76,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00717,Control-90,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00928,Control-31,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00700,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00603,Control-89,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00592,Control-44,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00866,Control-83,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00947,Control-46,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00654,Control-87,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00551,Control-9,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00876,Control-50,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00786,Control-11,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00613,Control-72,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00934,Control-31,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00994,Control-65,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00832,Control-73,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00652,Control-68,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00501,Control-11,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00846,Control-43,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00679,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00815,Control-11,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00998,Control-93,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00798,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00584,Control-21,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00843,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00507,Control-37,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00810,Control-88,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00825,Control-46,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00950,Control-42,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00824,Control-8,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00943,Control-17,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00520,Control-37,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00590,Control-5,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00672,Control-52,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00873,Control-67,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00754,Control-99,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00936,Control-66,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00944,Control-67,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00829,Control-22,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00503,Control-21,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00792,Control-3,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00693,Control-43,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00984,Control-30,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00906,Control-39,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00612,Control-92,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00828,Control-18,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00965,Control-4,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00739,Control-59,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00504,Control-48,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00674,Control-55,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00597,Control-69,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00901,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00899,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00849,Control-13,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00780,Control-83,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00585,Control-92,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00571,Control-24,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00914,Control-27,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00714,Control-26,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00915,Control-38,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00861,Control-96,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00988,Control-89,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00954,Control-50,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00738,Control-41,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00877,Control-50,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00734,Control-73,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00803,Control-76,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00996,Control-59,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00656,Control-14,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00887,Control-76,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00941,Control-80,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00889,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00884,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00925,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00818,Control-75,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00919,Control-12,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00929,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00725,Control-80,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00528,Control-39,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00794,Control-58,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00667,Control-67,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00858,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00978,Control-21,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00892,Control-7,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00964,Control-81,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00517,Control-74,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00745,Control-21,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00506,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00591,Control-10,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00608,Control-63,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00807,Control-18,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00634,Control-48,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00942,Control-36,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00650,Control-90,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00775,Control-19,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00055,Control-38,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00330,Control-12,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00027,Control-39,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00245,Control-74,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00063,Control-43,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00336,Control-84,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00304,Control-72,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00110,Control-70,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00344,Control-47,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00178,Control-87,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00284,Control-15,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00070,Control-72,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00462,Control-53,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00408,Control-1,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00433,Control-23,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00046,Control-30,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00411,Control-30,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00222,Control-57,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00360,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00334,Control-71,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00316,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00080,Control-80,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00482,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00064,Control-1,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00339,Control-72,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00049,Control-63,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00042,Control-49,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00151,Control-27,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00291,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00120,Control-48,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00430,Control-87,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00174,Control-34,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00386,Control-41,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00379,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00400,Control-68,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00175,Control-34,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00016,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00407,Control-93,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00157,Control-76,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00365,Control-54,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00390,Control-97,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00052,Control-6,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00058,Control-26,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00288,Control-99,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00299,Control-97,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00489,Control-33,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00467,Control-20,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00359,Control-92,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00458,Control-94,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00182,Control-8,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00154,Control-34,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00203,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00013,Control-59,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00443,Control-35,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00170,Control-3,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00098,Control-84,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00355,Control-56,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00342,Control-54,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00307,Control-17,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00324,Control-9,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00280,Control-20,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00340,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00191,Control-62,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00045,Control-14,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00332,Control-88,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00389,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00441,Control-17,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00466,Control-42,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00219,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
