record_id,user_id,username,is_anomaly,anomaly_type,severity,explanation
228,USR00239,kevin.xu,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-11-19 10:19:00
229,USR00156,amitabh.white,False,NORMAL,NONE,Normal access event within expected pattern
230,USR00208,sanjana.moore,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2025-11-21 07:30:00
231,USR00157,shruti.rossi,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-11-22 09:15:00
232,USR00036,nicholas.harris,False,NORMAL,NONE,Normal access event within expected pattern
233,USR00060,vikram.gonzalez,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-11-23 10:53:00
234,USR00257,ryan.verma,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2025-11-24 04:36:00
235,USR00055,neha.johnson,False,NORMAL,NONE,Normal access event within expected pattern
236,USR00187,joshua.miller,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-11-26 17:12:00
237,USR00229,deepika.park,False,NORMAL,NONE,Normal access event within expected pattern
238,USR00135,pooja.murphy,False,NORMAL,NONE,Normal access event within expected pattern
239,USR00284,william.patel,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-11-27 19:51:00
240,USR00184,vikram.williams,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-03 22:04:00
241,USR00187,joshua.miller,False,NORMAL,NONE,Normal access event within expected pattern
242,USR00219,eric.iyer,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-12-04 14:47:00
243,USR00018,meera.burke,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2025-12-06 12:30:00
244,USR00278,sofia.martin,False,NORMAL,NONE,Normal access event within expected pattern
245,USR00183,kenneth.johnson,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2025-12-07 20:11:00
246,USR00163,sofia.rao,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2025-12-08 00:04:00
247,USR00040,nicholas.romano,False,NORMAL,NONE,Normal access event within expected pattern
248,USR00075,timothy.huang,False,NORMAL,NONE,Normal access event within expected pattern
249,USR00009,aditya.burke,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-10 01:24:00
250,USR00006,kevin.ramirez,False,NORMAL,NONE,Normal access event within expected pattern
251,USR00115,steven.becker,False,NORMAL,NONE,Normal access event within expected pattern
252,USR00027,pooja.sullivan,False,NORMAL,NONE,Normal access event within expected pattern
253,USR00099,maria.bianchi,False,NORMAL,NONE,Normal access event within expected pattern
254,USR00026,stephen.bhat,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2025-12-12 14:10:00
255,USR00259,anthony.verma,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-12-12 15:42:00
256,USR00036,nicholas.harris,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-12 21:49:00
257,USR00092,charles.sullivan,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-14 03:28:00
258,USR00068,robert.patel,False,NORMAL,NONE,Normal access event within expected pattern
259,USR00289,rajesh.jang,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-14 16:25:00
260,USR00039,stephen.bhat,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2025-12-15 04:00:00
261,USR00150,daniel.wagner,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2025-12-15 14:13:00
262,USR00087,aditya.taylor,False,NORMAL,NONE,Normal access event within expected pattern
263,USR00223,nadia.quinn,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-16 03:02:00
264,USR00083,ryan.thomas,False,NORMAL,NONE,Normal access event within expected pattern
265,USR00186,deepika.jang,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-12-19 00:53:00
266,USR00148,mark.hwang,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-19 06:07:00
267,USR00281,nikhil.verma,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2025-12-20 12:54:00
268,USR00142,harsh.bernard,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2025-12-22 09:47:00
269,USR00223,nadia.quinn,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-12-22 15:26:00
270,USR00263,paul.ramirez,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2025-12-23 16:39:00
271,USR00010,jacob.patel,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2025-12-24 00:52:00
272,USR00148,mark.hwang,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2025-12-25 21:59:00
273,USR00014,david.thomas,False,NORMAL,NONE,Normal access event within expected pattern
274,USR00015,sophia.white,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2025-12-28 15:11:00
275,USR00117,richard.kelly,False,NORMAL,NONE,Normal access event within expected pattern
276,USR00237,ryan.davis,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2025-12-31 01:37:00
277,USR00286,ronald.lee,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2025-12-31 07:21:00
278,USR00130,jeffrey.garcia,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-02 11:38:00
279,USR00192,timothy.taylor,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-03 23:10:00
280,USR00276,william.perez,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-01-04 05:20:00
281,USR00126,mark.patel,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-04 12:05:00
282,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
283,USR00219,eric.iyer,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-04 17:16:00
284,USR00027,pooja.sullivan,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-05 13:25:00
285,USR00106,sanjana.quinn,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-07 07:12:00
286,USR00286,ronald.lee,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-07 18:59:00
287,USR00006,kevin.ramirez,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-01-08 10:53:00
288,USR00228,anthony.clark,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-10 13:25:00
289,USR00171,xiulan.schulz,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-11 23:59:00
290,USR00008,thomas.iyer,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-01-12 01:44:00
291,USR00288,arjun.dubois,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-14 03:37:00
292,USR00223,nadia.quinn,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-14 15:29:00
293,USR00289,rajesh.jang,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-14 18:54:00
294,USR00230,nicholas.romano,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-15 15:25:00
295,USR00142,harsh.bernard,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-01-16 08:50:00
296,USR00020,karan.white,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-01-17 10:02:00
297,USR00064,zainab.pillai,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-17 13:32:00
298,USR00234,maria.perez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-18 00:25:00
299,USR00172,anjali.jo,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-01-18 19:13:00
300,USR00067,donald.wang,False,NORMAL,NONE,Normal access event within expected pattern
301,USR00081,isha.ghosh,False,NORMAL,NONE,Normal access event within expected pattern
302,USR00036,nicholas.harris,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-21 10:54:05
303,USR00061,sophia.hernandez,False,NORMAL,NONE,Normal access event within expected pattern
304,USR00122,nisha.li,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-01-21 10:54:05
305,USR00010,jacob.patel,False,NORMAL,NONE,Normal access event within expected pattern
306,USR00284,william.patel,False,NORMAL,NONE,Normal access event within expected pattern
307,USR00115,steven.becker,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-01-22 10:54:05
308,USR00214,ryan.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
309,USR00143,maria.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
310,USR00239,kevin.xu,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-22 10:54:05
311,USR00188,meera.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
312,USR00121,joseph.perez,False,NORMAL,NONE,Normal access event within expected pattern
313,USR00108,xiulan.romano,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-22 10:54:05
314,USR00089,isha.chen,False,NORMAL,NONE,Normal access event within expected pattern
315,USR00234,maria.perez,False,NORMAL,NONE,Normal access event within expected pattern
316,USR00146,pooja.clark,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-01-23 10:54:05
317,USR00211,rajesh.gupta,False,NORMAL,NONE,Normal access event within expected pattern
318,USR00093,nadia.muller,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-23 10:54:05
319,USR00271,donald.reddy,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-23 10:54:05
320,USR00263,paul.ramirez,False,NORMAL,NONE,Normal access event within expected pattern
321,USR00299,leila.lee,False,NORMAL,NONE,Normal access event within expected pattern
322,USR00054,edward.smith,False,NORMAL,NONE,Normal access event within expected pattern
323,USR00200,joseph.guo,False,NORMAL,NONE,Normal access event within expected pattern
324,USR00239,kevin.xu,False,NORMAL,NONE,Normal access event within expected pattern
325,USR00259,anthony.verma,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-25 10:54:05
326,USR00087,aditya.taylor,False,NORMAL,NONE,Normal access event within expected pattern
327,USR00215,nikhil.choi,False,NORMAL,NONE,Normal access event within expected pattern
328,USR00278,sofia.martin,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-25 10:54:05
329,USR00025,diya.romano,False,NORMAL,NONE,Normal access event within expected pattern
330,USR00218,zainab.garcia,False,NORMAL,NONE,Normal access event within expected pattern
331,USR00045,stephen.kumar,False,NORMAL,NONE,Normal access event within expected pattern
332,USR00291,daniel.romano,False,NORMAL,NONE,Normal access event within expected pattern
333,USR00188,meera.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
334,USR00194,varun.taylor,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-01-28 10:54:05
335,USR00160,kevin.rao,False,NORMAL,NONE,Normal access event within expected pattern
336,USR00237,ryan.davis,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-01-28 10:54:05
337,USR00131,david.yang,False,NORMAL,NONE,Normal access event within expected pattern
338,USR00221,rajesh.smith,False,NORMAL,NONE,Normal access event within expected pattern
339,USR00026,stephen.bhat,False,NORMAL,NONE,Normal access event within expected pattern
340,USR00205,paul.choi,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-29 10:54:05
341,USR00240,jacob.park,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-01-29 10:54:05
342,USR00073,joshua.becker,False,NORMAL,NONE,Normal access event within expected pattern
343,USR00001,daniel.singh,False,NORMAL,NONE,Normal access event within expected pattern
344,USR00287,nisha.ferrari,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-01-29 10:54:05
345,USR00197,kevin.white,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-01-29 10:54:05
346,USR00011,maria.o'brien,False,NORMAL,NONE,Normal access event within expected pattern
347,USR00193,christopher.kang,False,NORMAL,NONE,Normal access event within expected pattern
348,USR00200,joseph.guo,False,NORMAL,NONE,Normal access event within expected pattern
349,USR00087,aditya.taylor,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-01-29 10:54:05
350,USR00054,edward.smith,False,NORMAL,NONE,Normal access event within expected pattern
351,USR00052,leila.sun,False,NORMAL,NONE,Normal access event within expected pattern
352,USR00060,vikram.gonzalez,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-01-30 10:54:05
353,USR00028,paul.singh,False,NORMAL,NONE,Normal access event within expected pattern
354,USR00083,ryan.thomas,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-01-30 10:54:05
355,USR00295,james.sun,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-01-30 10:54:05
356,USR00072,amitabh.park,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-01-30 10:54:05
357,USR00071,richard.johnson,False,NORMAL,NONE,Normal access event within expected pattern
358,USR00127,amitabh.davis,False,NORMAL,NONE,Normal access event within expected pattern
359,USR00218,zainab.garcia,False,NORMAL,NONE,Normal access event within expected pattern
360,USR00192,timothy.taylor,False,NORMAL,NONE,Normal access event within expected pattern
361,USR00139,akshay.choi,False,NORMAL,NONE,Normal access event within expected pattern
362,USR00049,thomas.kang,False,NORMAL,NONE,Normal access event within expected pattern
363,USR00059,thomas.lewis,False,NORMAL,NONE,Normal access event within expected pattern
364,USR00114,anjali.romano,False,NORMAL,NONE,Normal access event within expected pattern
365,USR00086,ryan.colombo,False,NORMAL,NONE,Normal access event within expected pattern
366,USR00187,joshua.miller,False,NORMAL,NONE,Normal access event within expected pattern
367,USR00250,akshay.rao,False,NORMAL,NONE,Normal access event within expected pattern
368,USR00204,christopher.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
369,USR00021,rohan.harris,False,NORMAL,NONE,Normal access event within expected pattern
370,USR00118,michael.quinn,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-01 10:54:05
371,USR00226,ronald.esposito,False,NORMAL,NONE,Normal access event within expected pattern
372,USR00230,nicholas.romano,False,NORMAL,NONE,Normal access event within expected pattern
373,USR00102,william.garcia,False,NORMAL,NONE,Normal access event within expected pattern
374,USR00196,anjali.jackson,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-01 10:54:05
375,USR00143,maria.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
376,USR00052,leila.sun,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-02-02 10:54:05
377,USR00063,daniel.colombo,False,NORMAL,NONE,Normal access event within expected pattern
378,USR00294,kenneth.colombo,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-02-02 10:54:05
379,USR00167,michael.kelly,False,NORMAL,NONE,Normal access event within expected pattern
380,USR00009,aditya.burke,False,NORMAL,NONE,Normal access event within expected pattern
381,USR00151,priya.white,False,NORMAL,NONE,Normal access event within expected pattern
382,USR00069,nikhil.jang,False,NORMAL,NONE,Normal access event within expected pattern
383,USR00083,ryan.thomas,False,NORMAL,NONE,Normal access event within expected pattern
384,USR00164,anjali.sun,False,NORMAL,NONE,Normal access event within expected pattern
385,USR00298,joseph.miller,False,NORMAL,NONE,Normal access event within expected pattern
386,USR00158,arjun.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
387,USR00278,sofia.martin,False,NORMAL,NONE,Normal access event within expected pattern
388,USR00207,joseph.young,False,NORMAL,NONE,Normal access event within expected pattern
389,USR00066,ronald.martin,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-05 10:54:05
390,USR00218,zainab.garcia,False,NORMAL,NONE,Normal access event within expected pattern
391,USR00118,michael.quinn,False,NORMAL,NONE,Normal access event within expected pattern
392,USR00060,vikram.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
393,USR00162,thomas.russo,False,NORMAL,NONE,Normal access event within expected pattern
394,USR00035,nikhil.rao,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-06 10:54:05
395,USR00156,amitabh.white,False,NORMAL,NONE,Normal access event within expected pattern
396,USR00015,sophia.white,False,NORMAL,NONE,Normal access event within expected pattern
397,USR00091,steven.thompson,False,NORMAL,NONE,Normal access event within expected pattern
398,USR00015,sophia.white,False,NORMAL,NONE,Normal access event within expected pattern
399,USR00157,shruti.rossi,False,NORMAL,NONE,Normal access event within expected pattern
400,USR00102,william.garcia,False,NORMAL,NONE,Normal access event within expected pattern
401,USR00199,anjali.williams,False,NORMAL,NONE,Normal access event within expected pattern
402,USR00199,anjali.williams,False,NORMAL,NONE,Normal access event within expected pattern
403,USR00094,donald.schulz,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-08 10:54:05
404,USR00201,daniel.jackson,False,NORMAL,NONE,Normal access event within expected pattern
405,USR00259,anthony.verma,False,NORMAL,NONE,Normal access event within expected pattern
406,USR00262,aditya.mishra,False,NORMAL,NONE,Normal access event within expected pattern
407,USR00234,maria.perez,False,NORMAL,NONE,Normal access event within expected pattern
408,USR00070,jeffrey.chen,False,NORMAL,NONE,Normal access event within expected pattern
409,USR00164,anjali.sun,False,NORMAL,NONE,Normal access event within expected pattern
410,USR00079,varun.weber,False,NORMAL,NONE,Normal access event within expected pattern
411,USR00228,anthony.clark,False,NORMAL,NONE,Normal access event within expected pattern
412,USR00021,rohan.harris,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-02-10 10:54:05
413,USR00273,rohan.bianchi,False,NORMAL,NONE,Normal access event within expected pattern
414,USR00214,ryan.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
415,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
416,USR00189,meera.rizzo,False,NORMAL,NONE,Normal access event within expected pattern
417,USR00010,jacob.patel,False,NORMAL,NONE,Normal access event within expected pattern
418,USR00164,anjali.sun,False,NORMAL,NONE,Normal access event within expected pattern
419,USR00158,arjun.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
420,USR00041,matthew.huang,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-02-11 10:54:05
421,USR00173,christopher.meyer,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-02-11 10:54:05
422,USR00187,joshua.miller,False,NORMAL,NONE,Normal access event within expected pattern
423,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
424,USR00204,christopher.rodriguez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-12 10:54:05
425,USR00110,joshua.bhat,False,NORMAL,NONE,Normal access event within expected pattern
426,USR00044,pooja.mishra,False,NORMAL,NONE,Normal access event within expected pattern
427,USR00183,kenneth.johnson,False,NORMAL,NONE,Normal access event within expected pattern
428,USR00264,elena.johnson,False,NORMAL,NONE,Normal access event within expected pattern
429,USR00151,priya.white,False,NORMAL,NONE,Normal access event within expected pattern
430,USR00186,deepika.jang,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-13 10:54:05
431,USR00061,sophia.hernandez,False,NORMAL,NONE,Normal access event within expected pattern
432,USR00153,edward.rizzo,False,NORMAL,NONE,Normal access event within expected pattern
433,USR00024,nicholas.jackson,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-13 10:54:05
434,USR00130,jeffrey.garcia,False,NORMAL,NONE,Normal access event within expected pattern
435,USR00002,kenneth.moore,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-02-13 10:54:05
436,USR00154,varun.petit,False,NORMAL,NONE,Normal access event within expected pattern
437,USR00040,nicholas.romano,False,NORMAL,NONE,Normal access event within expected pattern
438,USR00053,timothy.jo,False,NORMAL,NONE,Normal access event within expected pattern
439,USR00275,meera.martinez,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-02-14 10:54:05
440,USR00187,joshua.miller,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-14 10:54:05
441,USR00176,nisha.sharma,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-14 10:54:05
442,USR00141,richard.yang,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-14 10:54:05
443,USR00096,edward.thomas,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-15 10:54:05
444,USR00249,james.muller,False,NORMAL,NONE,Normal access event within expected pattern
445,USR00090,neha.o'brien,False,NORMAL,NONE,Normal access event within expected pattern
446,USR00121,joseph.perez,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-15 10:54:05
447,USR00126,mark.patel,False,NORMAL,NONE,Normal access event within expected pattern
448,USR00045,stephen.kumar,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-15 10:54:05
449,USR00219,eric.iyer,False,NORMAL,NONE,Normal access event within expected pattern
450,USR00259,anthony.verma,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-16 10:54:05
451,USR00118,michael.quinn,False,NORMAL,NONE,Normal access event within expected pattern
452,USR00085,varun.rao,False,NORMAL,NONE,Normal access event within expected pattern
453,USR00195,mark.becker,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-16 10:54:05
454,USR00125,kenneth.verma,False,NORMAL,NONE,Normal access event within expected pattern
455,USR00258,meera.reddy,False,NORMAL,NONE,Normal access event within expected pattern
456,USR00295,james.sun,False,NORMAL,NONE,Normal access event within expected pattern
457,USR00150,daniel.wagner,False,NORMAL,NONE,Normal access event within expected pattern
458,USR00202,jason.white,False,NORMAL,NONE,Normal access event within expected pattern
459,USR00079,varun.weber,False,NORMAL,NONE,Normal access event within expected pattern
460,USR00063,daniel.colombo,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-18 10:54:05
461,USR00257,ryan.verma,False,NORMAL,NONE,Normal access event within expected pattern
462,USR00068,robert.patel,False,NORMAL,NONE,Normal access event within expected pattern
463,USR00038,aisha.kim,False,NORMAL,NONE,Normal access event within expected pattern
464,USR00062,nisha.jones,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-02-19 10:54:05
465,USR00181,george.smith,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-02-19 10:54:05
466,USR00061,sophia.hernandez,False,NORMAL,NONE,Normal access event within expected pattern
467,USR00220,arjun.hwang,False,NORMAL,NONE,Normal access event within expected pattern
468,USR00058,anthony.taylor,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-02-19 10:54:05
469,USR00106,sanjana.quinn,False,NORMAL,NONE,Normal access event within expected pattern
470,USR00274,joseph.reilly,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-20 10:54:05
471,USR00134,richard.li,False,NORMAL,NONE,Normal access event within expected pattern
472,USR00220,arjun.hwang,False,NORMAL,NONE,Normal access event within expected pattern
473,USR00078,christopher.menon,False,NORMAL,NONE,Normal access event within expected pattern
474,USR00035,nikhil.rao,False,NORMAL,NONE,Normal access event within expected pattern
475,USR00245,nicholas.hoffmann,False,NORMAL,NONE,Normal access event within expected pattern
476,USR00283,thomas.meyer,False,NORMAL,NONE,Normal access event within expected pattern
477,USR00132,xiulan.lim,False,NORMAL,NONE,Normal access event within expected pattern
478,USR00253,christopher.anderson,False,NORMAL,NONE,Normal access event within expected pattern
479,USR00013,jonathan.jackson,False,NORMAL,NONE,Normal access event within expected pattern
480,USR00001,daniel.singh,False,NORMAL,NONE,Normal access event within expected pattern
481,USR00209,nikhil.martinez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-22 10:54:05
482,USR00275,meera.martinez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-22 10:54:05
483,USR00250,akshay.rao,False,NORMAL,NONE,Normal access event within expected pattern
484,USR00033,michael.sharma,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-22 10:54:05
485,USR00274,joseph.reilly,False,NORMAL,NONE,Normal access event within expected pattern
486,USR00126,mark.patel,False,NORMAL,NONE,Normal access event within expected pattern
487,USR00270,robert.ramirez,False,NORMAL,NONE,Normal access event within expected pattern
488,USR00079,varun.weber,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-23 10:54:05
489,USR00203,zainab.moore,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-23 10:54:05
490,USR00088,william.jang,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-23 10:54:05
491,USR00142,harsh.bernard,False,NORMAL,NONE,Normal access event within expected pattern
492,USR00193,christopher.kang,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-23 10:54:05
493,USR00137,jason.dubois,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-23 10:54:05
494,USR00091,steven.thompson,False,NORMAL,NONE,Normal access event within expected pattern
495,USR00281,nikhil.verma,False,NORMAL,NONE,Normal access event within expected pattern
496,USR00180,nikhil.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
497,USR00167,michael.kelly,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-24 10:54:05
